timestamp,symbol,decision,price,volume,volatility,percent_change,rsi,balance_before
2025-05-04T03:24:22.196880,BODEN/USD,SELL,0.00247,3149972.64578,14.864864864864863,11.26126126126125,91.18,8640.207443018
2025-05-04T03:24:25.090863,STEP/USD,SELL,0.0762,76.93141,0.0,10.27496382054994,nan,8640.207443018
